query,source,title,year,authors,venue,doi,url,abstract,score,tags
calibration drift robot sensing,crossref,Kinematic Modeling for Robot Calibration,2018,Hanqi Zhuang; Zvi S. Roth,Camera-Aided Robot Calibration,10.1201/9781315138725-3,https://doi.org/10.1201/9781315138725-3,,4,calibration;robot
robotics sensor dropout compositional robustness,crossref,Laser–visual–inertial odometry and mapping with high robustness and low drift,2018,Ji Zhang; Sanjiv Singh,Journal of Field Robotics,10.1002/rob.21809,https://doi.org/10.1002/rob.21809,,4,drift;robust
robot sensor failure robustness perception fusion modality dropout,arxiv,Magnetized Plasma Target for Plasma-Jet-Driven Magneto-Inertial Fusion,2018,Scott C. Hsu; Samuel J. Langendorf,arXiv,,,"We identify the desired characteristics and parameters of a beta&gt;1 magnetized plasma, possibly with highly tangled, open field lines, that could be a suitable target to be compressed to fusion conditions by a spherically imploding plasma liner [S. C. Hsu et al., IEEE Trans. Plasma Sci. 40, 1287 (2012)] formed by merging hypersonic plasma jets. This concept is known as plasma-jet-driven magneto-inertial fusion (PJMIF). We set requirements on the target and liner such that (a) compressional heating dominates over thermal transport in the target, and (b) magnetic amplification due to compression dominates over dissipation over the entire implosion. We also evaluate the requirements to avoid drift-instability-induced anomalous transport and current-driven anomalous resistivity in the target. Next, we describe possible approaches to create such a magnetized, beta&gt;1 plasma target. Finally, assuming such a target can be created, we evaluate the feasibility of a proof-of-concept experiment using presently achievable plasma jets to demonstrate target compressional heating at a plasma-liner kinetic energy of &lt;~ 100 kJ (a few hundred times below that needed in a PJMIF reactor).",4,drift;fusion
calibration drift robot sensing,crossref,Overview of Robot Calibration,2018,Hanqi Zhuang; Zvi S. Roth,Camera-Aided Robot Calibration,10.1201/9781315138725-1,https://doi.org/10.1201/9781315138725-1,,4,calibration;robot
sensor corruption robotic perception robustness calibration drift,crossref,Robotic Base Calibration,2018,Hanqi Zhuang; Zvi S. Roth,Camera-Aided Robot Calibration,10.1201/9781315138725-9,https://doi.org/10.1201/9781315138725-9,,4,calibration;robot
calibration drift robot sensing,crossref,Robotic Hand/Eye Calibration,2018,Hanqi Zhuang; Zvi S. Roth,Camera-Aided Robot Calibration,10.1201/9781315138725-8,https://doi.org/10.1201/9781315138725-8,,4,calibration;robot
calibration drift robot sensing,crossref,Simultaneous Calibration Of Robotic Base And Tool,2018,Hanqi Zhuang; Zvi S. Roth,Camera-Aided Robot Calibration,10.1201/9781315138725-10,https://doi.org/10.1201/9781315138725-10,,4,calibration;robot
calibration drift robot sensing,crossref,Simultaneous Calibration of a Robot and a Hand-Mounted Camera,2018,Hanqi Zhuang; Zvi S. Roth,Camera-Aided Robot Calibration,10.1201/9781315138725-7,https://doi.org/10.1201/9781315138725-7,,4,calibration;robot
calibration drift robot sensing,crossref,Toward continuous amperometric gas sensing in ionic liquids: rationalization of signal drift nature and calibration methods,2018,Lu Lin; Xiangqun Zeng,Analytical and Bioanalytical Chemistry,10.1007/s00216-018-1090-y,https://doi.org/10.1007/s00216-018-1090-y,,4,calibration;drift
calibration drift robot sensing,crossref,Verifying Aquarius Radiometer Calibration Drift Using in Situ Data,2018,Gary Lagerloef; David Carey; Hsun-Ying Kao,2018 IEEE 15th Specialist Meeting on Microwave Radiometry and Remote Sensing of the Environment (MicroRad),10.1109/microrad.2018.8430700,https://doi.org/10.1109/microrad.2018.8430700,,4,calibration;drift
sensor fusion robustness embodied intelligence missing modality,arxiv,A Comprehensive Overview of Biometric Fusion,2019,Maneet Singh; Richa Singh; Arun Ross,arXiv,,,"The performance of a biometric system that relies on a single biometric modality (e.g., fingerprints only) is often stymied by various factors such as poor data quality or limited scalability. Multibiometric systems utilize the principle of fusion to combine information from multiple sources in order to improve recognition accuracy whilst addressing some of the limitations of single-biometric systems. The past two decades have witnessed the development of a large number of biometric fusion schemes. This paper presents an overview of biometric fusion with specific focus on three questions: what to fuse, when to fuse, and how to fuse. A comprehensive review of techniques incorporating ancillary information in the biometric recognition pipeline is also presented. In this regard, the following topics are discussed: (i) incorporating data quality in the biometric recognition pipeline; (ii) combining soft biometric attributes with primary biometric identifiers; (iii) utilizing contextual information to improve biometric recognition accuracy; and (iv) performing continuous authentication using ancillary information. In addition, the use of information fusion principles for presentation attack detection and multibiometric cryptosystems is also discussed. Finally, some of the research challenges in biometric fusion are enumerated. The purpose of this article is to provide readers a comprehensive overview of the role of information fusion in biometrics.",4,fusion;modality
robotics sensor dropout compositional robustness,arxiv,Adaptive Prior Selection for Repertoire-based Online Adaptation in Robotics,2019,Rituraj Kaushik; Pierre Desreumaux; Jean-Baptiste Mouret,arXiv,,,"Repertoire-based learning is a data-efficient adaptation approach based on a two-step process in which (1) a large and diverse set of policies is learned in simulation, and (2) a planning or learning algorithm chooses the most appropriate policies according to the current situation (e.g., a damaged robot, a new object, etc.). In this paper, we relax the assumption of previous works that a single repertoire is enough for adaptation. Instead, we generate repertoires for many different situations (e.g., with a missing leg, on different floors, etc.) and let our algorithm selects the most useful prior. Our main contribution is an algorithm, APROL (Adaptive Prior selection for Repertoire-based Online Learning) to plan the next action by incorporating these priors when the robot has no information about the current situation. We evaluate APROL on two simulated tasks: (1) pushing unknown objects of various shapes and sizes with a robotic arm and (2) a goal reaching task with a damaged hexapod robot. We compare with ""Reset-free Trial and Error"" (RTE) and various single repertoire-based baselines. The results show that APROL solves both the tasks in less interaction time than the baselines. Additionally, we demonstrate APROL on a real, damaged hexapod that quickly learns to pick compensatory policies to reach a goal by avoiding obstacles in the path.",4,missing;robot
sensor corruption robotic perception robustness calibration drift,arxiv,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,2019,Dan Hendrycks; Thomas Dietterich,arXiv,,,"In this paper we establish rigorous benchmarks for image classifier robustness. Our first benchmark, ImageNet-C, standardizes and expands the corruption robustness topic, while showing which classifiers are preferable in safety-critical applications. Then we propose a new dataset called ImageNet-P which enables researchers to benchmark a classifier's robustness to common perturbations. Unlike recent robustness research, this benchmark evaluates performance on common corruptions and perturbations not worst-case adversarial perturbations. We find that there are negligible changes in relative corruption robustness from AlexNet classifiers to ResNet classifiers. Afterward we discover ways to enhance corruption and perturbation robustness. We even find that a bypassed adversarial defense provides substantial common perturbation robustness. Together our benchmarks may aid future work toward networks that robustly generalize.",4,corruption;robust
sensor corruption robotic perception robustness calibration drift,crossref,Figure 1.11. Perception of corruption in government.xlsx,2019,,,10.1787/888933995954,https://doi.org/10.1787/888933995954,,4,corruption;perception
sensor corruption robotic perception robustness calibration drift,crossref,Figure 19. Indicators of perception of corruption,2019,,,10.1787/888933948072,https://doi.org/10.1787/888933948072,,4,corruption;perception
sensor corruption robotic perception robustness calibration drift,crossref,Figure 33. Perception of corruption risks,2019,,,10.1787/888933949953,https://doi.org/10.1787/888933949953,,4,corruption;perception
sensor corruption robotic perception robustness calibration drift,crossref,Graphique 33. Perception des risques de corruption,2019,,,10.1787/888933951815,https://doi.org/10.1787/888933951815,,4,corruption;perception
calibration drift robot sensing,crossref,Response Standardization for Drift Correction and Multivariate Calibration Transfer in “Electronic Tongue” Studies,2019,Vitaly Panchuk; Valentin Semenov; Larisa Lvova; Andrey Legin; Dmitry Kirsanov,Methods in Molecular Biology,10.1007/978-1-4939-9616-2_15,https://doi.org/10.1007/978-1-4939-9616-2_15,,4,calibration;drift
calibration drift robot sensing,crossref,SAR Doppler Calibration and Application for Sea Ice Drift Estimation,2019,Jeong-Won Park; Morten Hansen; Anton Korosov; Hyun-Cheol Kim,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,10.1109/igarss.2019.8900077,https://doi.org/10.1109/igarss.2019.8900077,,4,calibration;drift
sensor corruption robotic perception robustness calibration drift,crossref,The effect of imaging and tracking parameters on ultrasound probe calibration robustness,2019,Leah Groves; Adam Rankin; Terry M. Peters; Elvis C. S. Chen,"Medical Imaging 2019: Image-Guided Procedures, Robotic Interventions, and Modeling",10.1117/12.2513057,https://doi.org/10.1117/12.2513057,,4,calibration;robust
robot sensor failure robustness perception fusion modality dropout,arxiv,Almost Sure Convergence of Dropout Algorithms for Neural Networks,2020,Albert Senen-Cerda; Jaron Sanders,arXiv,,,"We investigate the convergence and convergence rate of stochastic training algorithms for Neural Networks (NNs) that have been inspired by Dropout (Hinton et al., 2012). With the goal of avoiding overfitting during training of NNs, dropout algorithms consist in practice of multiplying the weight matrices of a NN componentwise by independently drawn random matrices with $\{0, 1 \}$-valued entries during each iteration of Stochastic Gradient Descent (SGD). This paper presents a probability theoretical proof that for fully-connected NNs with differentiable, polynomially bounded activation functions, if we project the weights onto a compact set when using a dropout algorithm, then the weights of the NN converge to a unique stationary point of a projected system of Ordinary Differential Equations (ODEs). After this general convergence guarantee, we go on to investigate the convergence rate of dropout. Firstly, we obtain generic sample complexity bounds for finding $ε$-stationary points of smooth nonconvex functions using SGD with dropout that explicitly depend on the dropout probability. Secondly, we obtain an upper bound on the rate of convergence of Gradient Descent (GD) on the limiting ODEs of dropout algorithms for NNs with the shape of arborescences of arbitrary depth and with linear activation functions. The latter bound shows that for an algorithm such as Dropout or Dropconnect (Wan et al., 2013), the convergence rate can be impaired exponentially by the depth of the arborescence. In contrast, we experimentally observe no such dependence for wide NNs with just a few dropout layers. We also provide a heuristic argument for this observation. Our results suggest that there is a change of scale of the effect of the dropout probability in the convergence rate that depends on the relative size of the width of the NN compared to its depth.",4,depth;dropout
sensor fusion robustness embodied intelligence missing modality,crossref,An Artificial Intelligence Fusion Model for Cardiac Emergency Decision Making: Application and Robustness Analysis (Preprint),2020,Liheng Gong; Xiao Zhang; Ling Li,,10.2196/preprints.19428,https://doi.org/10.2196/preprints.19428,,4,fusion;robust
robot perception domain corruption sensor degradation,crossref,"Corruption, corruption perception and economic growth: Naci Mocan",2020,,Economic Performance in the Middle East and North Africa,10.4324/9780203879771-12,https://doi.org/10.4324/9780203879771-12,,4,corruption;perception
sensor corruption robotic perception robustness calibration drift,crossref,Drift-insensitive distributed calibration of probe microscope scanner in nanometer range: Approach description,2020,,,10.37473/dac/10.1016/j.apsusc.2015.10.108,https://doi.org/10.37473/dac/10.1016/j.apsusc.2015.10.108,,4,calibration;drift
sensor corruption robotic perception robustness calibration drift,crossref,Figure 1.13. Corruption Perception Index,2020,,,10.1787/888934086698,https://doi.org/10.1787/888934086698,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,Figure 1.14. Perception of corruption is slightly higher than in other OECD countries,2020,,,10.1787/888934100359,https://doi.org/10.1787/888934100359,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,Figure 1.16. Perception of corruption is slightly higher than in other OECD countries,2020,,,10.1787/888934152476,https://doi.org/10.1787/888934152476,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,Figure 10: Corruption Perception Index (CPI) in primate range regions.,2020,,,10.7717/peerj.9816/fig-10,https://doi.org/10.7717/peerj.9816/fig-10,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,"Graphique 16.8. En moyenne, la perception de la corruption est stable depuis 2012",2020,,,10.1787/888934127396,https://doi.org/10.1787/888934127396,,4,corruption;perception
calibration drift robot sensing,crossref,Intelligent Algorithms for Non-parametric Robot Calibration,2020,Marija Turković; Marko Švaco; Bojan Jerbić,"Proceedings of the International Conference on Robotics, Computer Vision and Intelligent Systems",10.5220/0010176900510058,https://doi.org/10.5220/0010176900510058,,4,calibration;robot
sensor fusion robustness embodied intelligence missing modality,crossref,Missing Value Monitoring Enhances the Robustness in Proteomics Quantitation,2020,,,10.1021/acs.jproteome.6b01056.s004,https://doi.org/10.1021/acs.jproteome.6b01056.s004,,4,missing;robust
sensor fusion robustness embodied intelligence missing modality,crossref,Modality to Modality Translation: An Adversarial Representation Learning and Graph Fusion Network for Multimodal Fusion,2020,Sijie Mai; Haifeng Hu; Songlong Xing,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v34i01.5347,https://doi.org/10.1609/aaai.v34i01.5347,,4,fusion;modality
robot perception domain corruption sensor degradation,crossref,Orientasi Kebijakan Pemberantasan Korupsi Negara Asia Menurut Ranking Corruption Perception Index,2020,Okparizan Okparizan; Lesmana Rian Andhika,Jurnal Borneo Administrator,10.24258/jba.v16i3.730,https://doi.org/10.24258/jba.v16i3.730,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,Perception and Reality of Corruption: A Spatiotemporal Analysis in Indonesia Sub-national Level,2020,Zuhairan Yunmi Yunan,Proceedings of the 1st International Conference on Anti-Corruption and Integrity,10.5220/0009402202200228,https://doi.org/10.5220/0009402202200228,,4,corruption;perception
sensor corruption robotic perception robustness calibration drift,arxiv,Post-hoc Uncertainty Calibration for Domain Drift Scenarios,2020,Christian Tomani; Sebastian Gruber; Muhammed Ebrar Erdem; Daniel Cremers; Florian Buettner,arXiv,,,"We address the problem of uncertainty calibration. While standard deep neural networks typically yield uncalibrated predictions, calibrated confidence scores that are representative of the true likelihood of a prediction can be achieved using post-hoc calibration methods. However, to date the focus of these approaches has been on in-domain calibration. Our contribution is two-fold. First, we show that existing post-hoc calibration methods yield highly over-confident predictions under domain shift. Second, we introduce a simple strategy where perturbations are applied to samples in the validation set before performing the post-hoc calibration step. In extensive experiments, we demonstrate that this perturbation step results in substantially better calibration under domain shift on a wide range of architectures and modelling tasks.",4,calibration;drift
calibration drift robot sensing,crossref,Robot calibration,2020,Niharika Arora,ROSCon Seoul 2016,10.36288/roscon2016-900228,https://doi.org/10.36288/roscon2016-900228,,4,calibration;robot
calibration drift robot sensing,crossref,Signal Drift in Liquid Chromatography Tandem Mass Spectrometry and Its Internal Standard Calibration Strategy for Quantitative Analysis,2020,,,10.1021/acs.analchem.0c00633.s001,https://doi.org/10.1021/acs.analchem.0c00633.s001,,4,calibration;drift
sensor corruption robotic perception robustness calibration drift,crossref,Supplemental Information 10: Perception Corruption Index.,2020,,,10.7717/peerj.9816/supp-10,https://doi.org/10.7717/peerj.9816/supp-10,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,The Non-Perception Based Measurement of Corruption: A Review of Issues and Methods from a Policy Perspective,2020,,Measuring Corruption,10.4324/9781315594385-14,https://doi.org/10.4324/9781315594385-14,,4,corruption;perception
3D perception sensor failure robustness robot,arxiv,"Towards Robotic Assembly by Predicting Robust, Precise and Task-oriented Grasps",2020,Jialiang Zhao; Daniel Troniak; Oliver Kroemer,arXiv,,,"Robust task-oriented grasp planning is vital for autonomous robotic precision assembly tasks. Knowledge of the objects' geometry and preconditions of the target task should be incorporated when determining the proper grasp to execute. However, several factors contribute to the challenges of realizing these grasps such as noise when controlling the robot, unknown object properties, and difficulties modeling complex object-object interactions. We propose a method that decomposes this problem and optimizes for grasp robustness, precision, and task performance by learning three cascaded networks. We evaluate our method in simulation on three common assembly tasks: inserting gears onto pegs, aligning brackets into corners, and inserting shapes into slots. Our policies are trained using a curriculum based on large-scale self-supervised grasp simulations with procedurally generated objects. Finally, we evaluate the performance of the first two tasks with a real robot where our method achieves 4.28mm error for bracket insertion and 1.44mm error for gear insertion.",4,robot;robust
robot perception domain corruption sensor degradation,arxiv,Trust Considerations for Explainable Robots: A Human Factors Perspective,2020,Lindsay Sanneman; Julie A. Shah,arXiv,,,"Recent advances in artificial intelligence (AI) and robotics have drawn attention to the need for AI systems and robots to be understandable to human users. The explainable AI (XAI) and explainable robots literature aims to enhance human understanding and human-robot team performance by providing users with necessary information about AI and robot behavior. Simultaneously, the human factors literature has long addressed important considerations that contribute to human performance, including human trust in autonomous systems. In this paper, drawing from the human factors literature, we discuss three important trust-related considerations for the design of explainable robot systems: the bases of trust, trust calibration, and trust specificity. We further detail existing and potential metrics for assessing trust in robotic systems based on explanations provided by explainable robots.",4,calibration;robot
robot perception domain corruption sensor degradation,crossref,A Study on the Corruption Perception Index : focused on Police corruption,2021,Taek Kim,The Korea Association for Corruption Studies,10.52663/kcsr.2018.23.1.55,https://doi.org/10.52663/kcsr.2018.23.1.55,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,A Study on the Public’s Perception on Police Officer’s Corruption,2021,Taek Kim,The Korea Association for Corruption Studies,10.52663/kcsr.2019.24.1.71,https://doi.org/10.52663/kcsr.2019.24.1.71,,4,corruption;perception
robotics sensor dropout compositional robustness,arxiv,A cut-and-fold self-sustained compliant oscillator for autonomous actuation of origami-inspired robots,2021,Wenzhong Yan; Ankur Mehta,arXiv,,,"Origami-inspired robots are of particular interest given their potential for rapid and accessible design and fabrication of elegant designs and complex functionalities through cutting and folding of flexible 2D sheets or even strings, i.e.printable manufacturing. Yet, origami robots still require bulky, rigid components or electronics for actuation and control to accomplish tasks with reliability, programmability, ability to output substantial force, and durability, restricting their full potential. Here, we present a printable self-sustained compliant oscillator that generates periodic actuation using only constant electrical power, without discrete components or electronic control hardware. This oscillator is robust (9 out of 10 prototypes worked successfully on the first try), configurable (with tunable periods from 3 s to 12 s), powerful (can overcome hydrodynamic resistance to consistently propel a swimmer at ~1.6 body lengths/min), and long-lasting (~10^3 cycles); it enables driving macroscale devices with prescribed autonomous behaviors, e.g. locomotion and sequencing. This oscillator is also fully functional underwater and in high magnetic fields. Our analytical model characterizes essential parameters of the oscillation period, enabling programmable design of the oscillator. The printable oscillator can be integrated into origami-inspired systems seamlessly and monolithically, allowing rapid design and prototyping; the resulting integrated devices are lightweight, low-cost, compliant, electronic-free, and nonmagnetic, enabling practical applications in extreme areas. We demonstrate the functionalities of the oscillator with: (i) autonomous gliding of a printable swimmer, (ii) LED flashing, and (iii) fluid stirring. This work paves the way for realizing fully printable autonomous robots with a high integration of actuation and control.",4,robot;robust
sensor corruption robotic perception robustness calibration drift,arxiv,Benchmarking the Robustness of Spatial-Temporal Models Against Corruptions,2021,Chenyu Yi; Siyuan Yang; Haoliang Li; Yap-peng Tan; Alex Kot,arXiv,,,"The state-of-the-art deep neural networks are vulnerable to common corruptions (e.g., input data degradations, distortions, and disturbances caused by weather changes, system error, and processing). While much progress has been made in analyzing and improving the robustness of models in image understanding, the robustness in video understanding is largely unexplored. In this paper, we establish a corruption robustness benchmark, Mini Kinetics-C and Mini SSV2-C, which considers temporal corruptions beyond spatial corruptions in images. We make the first attempt to conduct an exhaustive study on the corruption robustness of established CNN-based and Transformer-based spatial-temporal models. The study provides some guidance on robust model design and training: Transformer-based model performs better than CNN-based models on corruption robustness; the generalization ability of spatial-temporal models implies robustness against temporal corruptions; model corruption robustness (especially robustness in the temporal domain) enhances with computational cost and model capacity, which may contradict the current trend of improving the computational efficiency of models. Moreover, we find the robustness intervention for image-related tasks (e.g., training models with noise) may not work for spatial-temporal models.",4,corruption;robust
calibration drift robot sensing,crossref,Calibration of sea ice drift forecasts using random forest algorithms,2021,Cyril Palerme; Malte Müller,,10.5194/egusphere-egu21-14317,https://doi.org/10.5194/egusphere-egu21-14317,,4,calibration;drift
robot perception domain corruption sensor degradation,crossref,Effect of Military Corruption Factors on National Security Perception through Military Trust,2021,Kyung Kook Chun,The Korea Association for Corruption Studies,10.52663/kcsr.2021.26.2.147,https://doi.org/10.52663/kcsr.2021.26.2.147,,4,corruption;perception
robot perception domain corruption sensor degradation,crossref,Experience versus perception of corruption: Russia as a test case,2021,,Fighting Corruption in Eastern Europe,10.4324/9780203718346-14,https://doi.org/10.4324/9780203718346-14,,4,corruption;perception
tactile vision sensor failure robot manipulation robustness,crossref,Improved Learning of Robot Manipulation Tasks Via Tactile Intrinsic Motivation,2021,Nikola Vulin; Sammy Christen; Stefan Stevsic; Otmar Hilliges,IEEE Robotics and Automation Letters,10.1109/lra.2021.3061308,https://doi.org/10.1109/lra.2021.3061308,,4,robot;tactile
sensor fusion robustness embodied intelligence missing modality,arxiv,Intelligent behavior depends on the ecological niche: Scaling up AI to human-like intelligence in socio-cultural environments,2021,Manfred Eppe; Pierre-Yves Oudeyer,arXiv,,,"This paper outlines a perspective on the future of AI, discussing directions for machines models of human-like intelligence. We explain how developmental and evolutionary theories of human cognition should further inform artificial intelligence. We emphasize the role of ecological niches in sculpting intelligent behavior, and in particular that human intelligence was fundamentally shaped to adapt to a constantly changing socio-cultural environment. We argue that a major limit of current work in AI is that it is missing this perspective, both theoretically and experimentally. Finally, we discuss the promising approach of developmental artificial intelligence, modeling infant development through multi-scale interaction between intrinsically motivated learning, embodiment and a fastly changing socio-cultural environment. This paper takes the form of an interview of Pierre-Yves Oudeyer by Mandred Eppe, organized within the context of a KI - K{ü}nstliche Intelligenz special issue in developmental robotics.",4,missing;robot
sensor corruption robotic perception robustness calibration drift,arxiv,Perception of corruption influences entrepreneurship inside established companies,2021,F. Javier Sanchez-Vidal; Camino Ramon-Llorens,arXiv,,,"Based on the Global Entrepreneurship Monitor (GEM) surveys and conducting a panel data estimation to test our hypothesis, this paper examines whether corruption perceptions might sand or grease the wheels for entrepreneurship inside companies or intrapreneurship in a sample of 92 countries for the period 2012 to 2019. Our results find that the corruption perception sands the wheel for intrapreneurship. There is evidence of a quadratic relation, but this relation is only clear for the less developed countries, which sort of moderate the very negative effect of corruption for these countries. The results also confirm that corruption influences differently on intrapreneurship depending on the level of development of the country.",4,corruption;perception
corruption robustness vision language robotics,crossref,Revisiting Batch Normalization for Improving Corruption Robustness,2021,Philipp Benz; Chaoning Zhang; Adil Karjauv; In So Kweon,2021 IEEE Winter Conference on Applications of Computer Vision (WACV),10.1109/wacv48630.2021.00054,https://doi.org/10.1109/wacv48630.2021.00054,,4,corruption;robust
multimodal robustness missing modality,crossref,Semi-Supervised Multimodal Image Translation for Missing Modality Imputation,2021,Wangbin Sun; Fei Ma; Yang Li; Shao-Lun Huang; Shiguang Ni; Lin Zhang,"ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp39728.2021.9413461,https://doi.org/10.1109/icassp39728.2021.9413461,,4,missing;modality
sensor corruption robotic perception robustness calibration drift,arxiv,Study of Signal Temporal Logic Robustness Metrics for Robotic Tasks Optimization,2021,Akshay Dhonthi; Philipp Schillinger; Leonel Rozo; Daniele Nardi,arXiv,,,"Signal Temporal Logic (STL) is an efficient technique for describing temporal constraints. It can play a significant role in robotic manipulation, for example, to optimize the robot performance according to task-dependent metrics. In this paper, we evaluate several STL robustness metrics of interest in robotic manipulation tasks and discuss a case study showing the advantages of using STL to define complex constraints. Such constraints can be understood as cost functions in task optimization. We show how STL-based cost functions can be optimized using a variety of off-the-shelf optimizers. We report initial results of this research direction on a simulated planar environment.",4,robot;robust
sensor corruption robotic perception robustness calibration drift,arxiv,Towards Corruption-Agnostic Robust Domain Adaptation,2021,Yifan Xu; Kekai Sheng; Weiming Dong; Baoyuan Wu; Changsheng Xu; Bao-Gang Hu,arXiv,,,"Big progress has been achieved in domain adaptation in decades. Existing works are always based on an ideal assumption that testing target domain are i.i.d. with training target domains. However, due to unpredictable corruptions (e.g., noise and blur) in real data like web images, domain adaptation methods are increasingly required to be corruption robust on target domains. In this paper, we investigate a new task, Corruption-agnostic Robust Domain Adaptation (CRDA): to be accurate on original data and robust against unavailable-for-training corruptions on target domains. This task is non-trivial due to large domain discrepancy and unsupervised target domains. We observe that simple combinations of popular methods of domain adaptation and corruption robustness have sub-optimal CRDA results. We propose a new approach based on two technical insights into CRDA: 1) an easy-to-plug module called Domain Discrepancy Generator (DDG) that generates samples that enlarge domain discrepancy to mimic unpredictable corruptions; 2) a simple but effective teacher-student scheme with contrastive loss to enhance the constraints on target domains. Experiments verify that DDG keeps or even improves performance on original data and achieves better corruption robustness that baselines.",4,corruption;robust
sensor corruption robotic perception robustness calibration drift,arxiv,Using Synthetic Corruptions to Measure Robustness to Natural Distribution Shifts,2021,Alfred Laugros; Alice Caplier; Matthieu Ospici,arXiv,,,"Synthetic corruptions gathered into a benchmark are frequently used to measure neural network robustness to distribution shifts. However, robustness to synthetic corruption benchmarks is not always predictive of robustness to distribution shifts encountered in real-world applications. In this paper, we propose a methodology to build synthetic corruption benchmarks that make robustness estimations more correlated with robustness to real-world distribution shifts. Using the overlapping criterion, we split synthetic corruptions into categories that help to better understand neural network robustness. Based on these categories, we identify three relevant parameters to take into account when constructing a corruption benchmark that are the (1) number of represented categories, (2) their relative balance in terms of size and, (3) the size of the considered benchmark. In doing so, we build new synthetic corruption selections that are more predictive of robustness to natural corruptions than existing synthetic corruption benchmarks.",4,corruption;robust
robotics sensor dropout compositional robustness,crossref,Analysis of trade-off between network connectivity robustness versus coverage area of networked multi-robot system,2022,Toru Murayama,Artificial Life and Robotics,10.1007/s10015-022-00794-3,https://doi.org/10.1007/s10015-022-00794-3,,4,robot;robust
multimodal robustness missing modality,crossref,Analyzing Modality Robustness in Multimodal Sentiment Analysis,2022,Devamanyu Hazarika; Yingting Li; Bo Cheng; Shuai Zhao; Roger Zimmermann; Soujanya Poria,Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,10.18653/v1/2022.naacl-main.50,https://doi.org/10.18653/v1/2022.naacl-main.50,,4,modality;robust
robot perception domain corruption sensor degradation,crossref,Can the Country's Perception of Corruption Change? Evidence of Corruption Perception Index,2022,Yao Chun Tsao; Shun Jen Hsueh,Public Integrity,10.1080/10999922.2022.2054571,https://doi.org/10.1080/10999922.2022.2054571,,4,corruption;perception
sensor corruption robotic perception robustness calibration drift,arxiv,Corruption-Robust Algorithms with Uncertainty Weighting for Nonlinear Contextual Bandits and Markov Decision Processes,2022,Chenlu Ye; Wei Xiong; Quanquan Gu; Tong Zhang,arXiv,,,"Despite the significant interest and progress in reinforcement learning (RL) problems with adversarial corruption, current works are either confined to the linear setting or lead to an undesired $\tilde{O}(\sqrt{T}ζ)$ regret bound, where $T$ is the number of rounds and $ζ$ is the total amount of corruption. In this paper, we consider the contextual bandit with general function approximation and propose a computationally efficient algorithm to achieve a regret of $\tilde{O}(\sqrt{T}+ζ)$. The proposed algorithm relies on the recently developed uncertainty-weighted least-squares regression from linear contextual bandit and a new weighted estimator of uncertainty for the general function class. In contrast to the existing analysis that heavily relies on the linear structure, we develop a novel technique to control the sum of weighted uncertainty, thus establishing the final regret bounds. We then generalize our algorithm to the episodic MDP setting and first achieve an additive dependence on the corruption level $ζ$ in the scenario of general function approximation. Notably, our algorithms achieve regret bounds either nearly match the performance lower bound or improve the existing methods for all the corruption levels and in both known and unknown $ζ$ cases.",4,corruption;robust
calibration drift robot sensing,crossref,Data-driven Industrial Robot Arm Calibration: A Machine Learning Perspective,2022,Zhibin Li; Shuai Li; Xin Luo,"2021 IEEE International Conference on Networking, Sensing and Control (ICNSC)",10.1109/icnsc52481.2021.9702246,https://doi.org/10.1109/icnsc52481.2021.9702246,,4,calibration;robot
calibration drift robot sensing,crossref,Initial Drift Correction and Spectral Calibration of MarSCoDe Laser-Induced Breakdown Spectroscopy on the Zhurong Rover,2022,Liangchen Jia; Xiangfeng Liu; Weiming Xu; Xuesen Xu; Luning Li; Zhicheng Cui; Ziyi Liu; Rong Shu,Remote Sensing,10.3390/rs14235964,https://doi.org/10.3390/rs14235964,,4,calibration;drift
multimodal robot perception missing sensors failure modes,crossref,Intelligent Bionic Manipulator Based on Multimodal Tactile Perception,2022,Xiaoyang Tian; Meng Sun; Xiaolong Shao; Xiaodong Sun,2022 the 5th International Conference on Robot Systems and Applications (ICRSA),10.1145/3556267.3556272,https://doi.org/10.1145/3556267.3556272,,4,perception;tactile
sensor fusion robustness embodied intelligence missing modality,crossref,Latent Low-Rank Transfer Subspace Learning for Missing Modality Recognition,2022,Zhengming Ding; Shao Ming; Yun Fu,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v28i1.8905,https://doi.org/10.1609/aaai.v28i1.8905,,4,missing;modality
